Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_6_TEXT,Q7,Q7_14_TEXT,Q8_4,Q9,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_2,Q28,Q29,Q30_4,Q31,Q32_4,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q35,Q36,Q37,Q38,Q39,Q39_44_TEXT,Q40,Q41,Q41_19_TEXT,Q42,Q43,Q44,Q45,Q46,Q46_101_TEXT,Finished
Yes,Yes,Nonequity,Yes,"Bonus,Other",401k Profit Sharing,"Discretionary, based on firm performance",,"401K,Profit sharing plan",,4,No,Organization doesn't compensate for overtime,,7,No,,No,No,Yes,No,715,1750,Decrease,Increase,150,395000,No,395000,,10,Somewhat dissatisfied,Yes,20,Somewhat less,,Very dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Somewhat important,Somewhat important,Not important,Somewhat important,Yes,356,148,3,Banking,,United States,Denver,,80202,Undisclosed,44,White,Washington University in St. Louis,,1
Yes,Yes,Nonequity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability",,0,No,Organization doesn't compensate for overtime,,8,No,,No,No,No,No,680,2000,Increase,Stay the same,300,500000,No,0,6.5,,Neither satisfied or dissatisfied,No,,About the same,,Neither satisfied nor dissatisfied,Very dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Very dissatisfied,Very dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Highly important,Somewhat important,Highly important,Somewhat important,Not important,Yes,101,20,10,Intellectual Property,,United States,Chicago,,60654,Female,42,Prefer not to identify,University of Illinois--Urbana - Champaign,,1
Yes,Yes,Nonequity,No,"Bonus,Cashouts",,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Cash balance pension plan,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Time and a half,,10,Yes,1500000,Yes,Yes,Yes,No,1050,1800,Increase,Increase,350,975000,No,950000,12,,Very dissatisfied,No,,Much less,,Very dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Somewhat important,Somewhat important,Not important,Highly important,Somewhat important,Yes,350,102,9,Intellectual Property,,United States,New York,,10036,Male,47,White,Other,,1
Yes,Yes,Nonequity,No,,,No plan,,"Medical,Dental,Short-term disability,Long-term disability,Life insurance",,,No,Organization doesn't compensate for overtime,,7,No,,No,No,Yes,No,200,2100,Decrease,Increase,40,120000,Yes,0,5,,Somewhat satisfied,No,,About the same,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Highly important,Highly important,Somewhat important,Somewhat important,Highly important,Yes,150,80,1,Medical Malpractice,,United States,Other (Please specify),Pittsburgh,15222,Male,37,White,University of Pittsburgh,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Long-term disability,Life insurance",,0,Yes,Time and a half,,8,No,,Yes,Yes,Yes,No,690,1500,Increase,Stay the same,600,450000,Yes,125000,,75,Somewhat satisfied,Yes,3,Somewhat less,10,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Yes,875,500,22,Intellectual Property,,United States,Philadelphia,,8054,Male,64,White,Other,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation,Stock,Options,Cashouts",,Entirely discretionary,,"401K,Profit sharing plan,Defined benefit pension plan,Cash balance pension plan,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Short-term disability,Long-term disability,Life insurance,Car allowance,Company car,Gym/health club membership",,50,Yes,Time and a half,,2,No,,Yes,Yes,No,No,525,289,Increase,Increase,567,1234324,No,2456453,,100,Very dissatisfied,No,,Much more,100,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Not important,Not important,Not important,Not important,Not important,Yes,123,3,32,White Collar,,Middle East Africa,,,,Nonbinary,79,Black,Harvard University,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,8,No,,Yes,No,Yes,Yes,275,2100,Decrease,Decrease,535,240000,Yes,240000,,5,Somewhat satisfied,No,,Somewhat less,,Mostly satisfied,Very dissatisfied,Mostly dissatisfied,Very dissatisfied,Very dissatisfied,Very satisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly satisfied,Extremely important,Somewhat important,Not important,Not important,Somewhat important,No,1500,750,6,Product Liability,,United States,Seattle,,98101,Female,43,White,Other,,1
Yes,No,,No,Cashouts,,No plan,,"Medical,Dental",,,Yes,Organization doesn't compensate for overtime,,20,No,,No,,No,Yes,125,1680,Increase,Increase,120,7500,No,1200,5,,Somewhat dissatisfied,Yes,25,Somewhat less,,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very dissatisfied,Mostly satisfied,Mostly dissatisfied,Somewhat important,Somewhat important,Highly important,Highly important,Highly important,No,200,29,5,Mergers & Acquisitions,,Latin America,,,,Male,28,White,Other,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation,Stock",,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,13,No,Time and a half,,7,Yes,"500,000",No,No,Yes,No,460,1800,Stay the same,Stay the same,100,470000,Yes,"470,000",,60,Very satisfied,No,,About the same,,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Somewhat important,Not important,Not important,Not important,Yes,120,80,2,Intellectual Property,,United States,Houston,,77002,Male,42,White,University of Denver (Sturm),,1
Yes,Yes,Equity,No,"Bonus,Options,Cashouts",,"Discretionary, based on firm performance",,"Profit sharing plan,Medical,Company car,Gym/health club membership",,,No,Organization doesn't compensate for overtime,,12,No,,No,No,Yes,Yes,85,1600,Stay the same,Decrease,500,180000,Yes,45000,21,,Somewhat satisfied,No,,Somewhat less,0,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Somewhat important,Highly important,Extremely important,Somewhat important,Highly important,No,220,12,4,Appellate,,Asia-Pacific,,,,Male,54,Asian,Washington University in St. Louis,,1
Yes,Yes,Nonequity,Yes,Bonus,,Entirely discretionary,,"401K,Medical,Dental,Long-term disability,Life insurance",,6,Yes,Time and a half,,12,No,,No,Yes,Yes,Yes,450,1450,Stay the same,Stay the same,1000,220000,No,0,,10,Somewhat dissatisfied,Yes,0,Somewhat less,,Very dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Very dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Somewhat important,Somewhat important,Somewhat important,Highly important,Somewhat important,No,100,30,15,Real Estate,,United States,New York,,10019,Female,69,White,Other,,1
Yes,Yes,Nonequity,No,Bonus,,Entirely discretionary,,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,7,Yes,350000,Yes,Yes,Yes,Yes,485,2650,Stay the same,Stay the same,250,342500,Yes,275000,7,,Very dissatisfied,Yes,10,Much less,,Very dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Very dissatisfied,Mostly satisfied,Mostly satisfied,Extremely important,Highly important,Somewhat important,Extremely important,Extremely important,Yes,800,500,2,Capital Markets,,United States,Atlanta,,30363,Male,34,White,Other,,1
Yes,Yes,Nonequity,No,Nonequity incentive compensation,,"Formulaic, based on individual performance",,401K,,0,No,Organization doesn't compensate for overtime,,8,No,,Yes,No,No,No,215,2150,Stay the same,Stay the same,0,210000,Yes,197500,11,,Somewhat dissatisfied,No,,Somewhat less,,Mostly dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Yes,1200,700,10,General Litigation,,United States,Los Angeles,,90071,Male,55,White,Other,,1
Yes,Yes,Equity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,Yes,Yes,No,595,1875,Increase,Increase,300,510000,Yes,425000,5,,Very satisfied,No,,Somewhat more,0,Very dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Highly important,Highly important,Not important,Somewhat important,Not important,Yes,750,225,15,Commercial Contracts,,United States,Philadelphia,,8002,Male,67,White,Georgetown University,,1
Yes,Yes,Nonequity,Yes,Bonus,,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,3,No,Organization doesn't compensate for overtime,,8,No,,Yes,Yes,Yes,Yes,525,1500,Stay the same,Stay the same,400,240000,No,0,,10,Somewhat dissatisfied,No,,Somewhat less,,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Not important,Somewhat important,Not important,Highly important,Not important,No,200,80,22,Real Estate,,United States,Other (Please specify),St. Louis ,63105,Male,55,White,Saint Louis University,,1
Yes,Yes,Nonequity,Yes,Bonus,,Entirely discretionary,,"401K,Medical,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,Yes,"300,000",Yes,No,Yes,No,595,950,Increase,Increase,100,158000,No,0,,-10,Very dissatisfied,Yes,20,Much less,,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very dissatisfied,Mostly satisfied,Very dissatisfied,Highly important,Highly important,Not important,Highly important,Somewhat important,Yes,450,300,3,Mergers & Acquisitions,,United States,Chicago,,60601,Male,67,White,Other,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation,Stock,Options,Cashouts",,"Formulaic, based on firm performance",,"401K,Profit sharing plan,Defined benefit pension plan,SERP (Supplemental Executive Retirement Plan),Medical,Company car,Gym/health club membership",,15,Yes,Comp time,,17,No,,Yes,Yes,No,Yes,499,2800,Decrease,Stay the same,560,867250,No,87000,9,,Very dissatisfied,Yes,4.5,About the same,33,Mostly dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly dissatisfied,Somewhat important,Extremely important,Not important,Highly important,Highly important,Yes,186,57,8,Banking,,United States,New York,,90210,Nonbinary,66,Native Hawaiian or Pacific Islander,Brigham Young University (Clark),,1
Yes,Yes,Nonequity,No,Bonus,,Entirely discretionary,,"Medical,Dental,Long-term disability",,,No,Organization doesn't compensate for overtime,,8,No,,Yes,Yes,Yes,Yes,425,1600,Increase,Decrease,150,235000,Yes,0,12,,Somewhat dissatisfied,Yes,35,Somewhat less,,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly dissatisfied,Very dissatisfied,Mostly dissatisfied,Mostly satisfied,Somewhat important,Not important,Not important,Not important,Not important,Yes,80,45,11,Real Estate,,United States,New York,,10017,Male,58,White,Pennsylvania State University--University Park,,1
Yes,Yes,Nonequity,Yes,Nonequity incentive compensation,,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,0,No,Fluctuating workweek,,8,No,,No,No,Yes,Yes,285,2000,Stay the same,Stay the same,150,147000,No,145000,,0,Somewhat dissatisfied,Yes,10,Somewhat less,,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,150,80,1,General Litigation,,United States,Other (Please specify),Pittsburgh,15222,Male,42,White,University of Notre Dame,,1
Yes,No,,No,,,No plan,,"401K,Profit sharing plan,Cash balance pension plan,Medical,Dental,Long-term disability,Life insurance",,0,Yes,Organization doesn't compensate for overtime,,8,No,,No,,No,No,1000,1800,Decrease,Stay the same,500,650000,Yes,650000,4,,Very satisfied,No,,Somewhat more,,Very satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Mostly satisfied,Extremely important,Not important,Highly important,Highly important,Somewhat important,No,200,20,1,Appellate,,United States,Washington D.C.,,20001,Female,40,White,Other,,1
Yes,Yes,Nonequity,No,Bonus,,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,Yes,Organization doesn't compensate for overtime,,7,No,,Yes,Yes,Yes,No,325,1800,Increase,Stay the same,200,200000,Yes,50000,11,,Somewhat satisfied,Yes,7.5,About the same,,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Highly important,Somewhat important,Not important,Highly important,Somewhat important,No,400,250,1,Real Estate,,United States,Other (Please specify),Myrtle Beach,29577,Female,37,Asian,Other,,1
Yes,Yes,Equity,No,,,No plan,,"401K,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,Yes,Organization doesn't compensate for overtime,,10,Yes,1500000,No,No,Yes,No,1025,2050,Stay the same,Stay the same,200,1300000,Yes,0,10,,Neither satisfied or dissatisfied,No,,About the same,0,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,800,200,6,Securities,,United States,Washington D.C.,,20006,Male,50,White,Other,,1
Yes,No,,No,"Bonus,Stock",,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Medical,Dental,Long-term disability,Life insurance",,0,No,Other,na,5,Yes,"200,000",No,,Yes,No,400,1300,Increase,Stay the same,200,270000,Yes,270000,2,,Somewhat satisfied,No,,About the same,,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Highly important,Somewhat important,Somewhat important,Highly important,Somewhat important,Yes,70,40,1,Mergers & Acquisitions,,United States,Minneapolis,,55437,Male,62,White,Other,,1
